章节号,章节名,事件ID,事件名称,事件类型,事件年代,距司马谈,距司马迁,史源类型,可信度,推理依据
005,秦本纪,005-013,文公初设史官,政治改革,-753,643,653,文献传承,C,距司马谈643年，必依赖文献
005,秦本纪,005-014,文公伐戎收周余民,战争,-750,640,650,文献传承,C,距司马谈640年，必依赖文献
005,秦本纪,005-015,文公制三族之罪,改革,-746,636,646,文献传承,C,距司马谈636年，必依赖文献
005,秦本纪,005-016,文公卒宁公立,继位,-716,606,616,文献传承,C,距司马谈606年，必依赖文献
005,秦本纪,005-017,宁公迁平阳伐荡社,战争,-714,604,614,文献传承,C,距司马谈604年，必依赖文献
005,秦本纪,005-018,宁公卒出子废立之乱,政治整顿,-698,588,598,文献传承,C,距司马谈588年，必依赖文献
005,秦本纪,005-019,武公诛三父伐戎拓土,政治整顿,-697,587,597,文献传承,C,距司马谈587年，必依赖文献
005,秦本纪,005-020,武公卒以人殉葬,继位,-678,568,578,文献传承,C,距司马谈568年，必依赖文献
005,秦本纪,005-021,德公居雍立伏祭,政治活动,-677,567,577,文献传承,C,距司马谈567年，必依赖文献
005,秦本纪,005-022,宣公成公世系,继位,-660,550,560,文献传承,C,距司马谈550年，必依赖文献
005,秦本纪,005-023,宣公战晋于河阳,战争,-672,562,572,文献传承,C,距司马谈562年，必依赖文献
005,秦本纪,005-024,缪公用百里傒蹇叔,政治活动,-655,545,555,文献传承,C,距司马谈545年，必依赖文献
005,秦本纪,005-025,缪公送夷吾归晋,政治活动,-650,540,550,文献传承,C,距司马谈540年，必依赖文献
005,秦本纪,005-026,秦晋韩原之战,战争,-645,535,545,文献传承,C,距司马谈535年，必依赖文献
005,秦本纪,005-027,缪公释晋君归河西,政治活动,-645,535,545,文献传承,C,距司马谈535年，必依赖文献
005,秦本纪,005-028,秦灭梁芮,战争,-640,530,540,文献传承,C,距司马谈530年，必依赖文献
005,秦本纪,005-029,缪公迎重耳归晋,政治活动,-637,527,537,文献传承,C,距司马谈527年，必依赖文献
005,秦本纪,005-030,秦助晋文公入襄王,战争,-635,525,535,文献传承,C,距司马谈525年，必依赖文献
005,秦本纪,005-031,缪公围郑退兵,政治活动,-630,520,530,文献传承,C,距司马谈520年，必依赖文献
005,秦本纪,005-032,殽之战秦师覆没,战争,-627,517,527,文献传承,C,距司马谈517年，必依赖文献
005,秦本纪,005-033,缪公收由余谋伐戎,政治活动,-625,515,525,文献传承,C,距司马谈515年，必依赖文献
005,秦本纪,005-034,秦渡河败晋报殽之役,战争,-624,514,524,文献传承,C,距司马谈514年，必依赖文献
005,秦本纪,005-035,缪公伐戎霸西戎,战争,-623,513,523,文献传承,C,距司马谈513年，必依赖文献
005,秦本纪,005-036,缪公卒殉葬百七十七人,继位,-621,511,521,文献传承,C,距司马谈511年，必依赖文献
005,秦本纪,005-037,康公与晋交战,战争,-620,510,520,文献传承,C,距司马谈510年，必依赖文献
005,秦本纪,005-038,共公桓公世系,继位,-604,494,504,文献传承,C,距司马谈494年，必依赖文献
005,秦本纪,005-039,桓公背盟败于晋,战争,-580,470,480,文献传承,C,距司马谈470年，必依赖文献
005,秦本纪,005-040,景公与晋争战,战争,-562,452,462,文献传承,C,距司马谈452年，必依赖文献
005,秦本纪,005-041,景公盟晋背约,政治活动,-550,440,450,文献传承,C,距司马谈440年，必依赖文献
005,秦本纪,005-042,后子针奔晋,政治活动,-541,431,441,文献传承,C,距司马谈431年，必依赖文献
005,秦本纪,005-043,景公卒哀公立,继位,-537,427,437,文献传承,C,距司马谈427年，必依赖文献
005,秦本纪,005-044,秦救楚败吴,战争,-506,396,406,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-045,哀公至悼公世系,继位,-477,367,377,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-046,厉共公伐大荔拓地,战争,-461,351,361,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-047,晋灭智伯三家分晋,政治活动,-453,343,353,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-048,厉共公伐义渠,战争,-444,334,344,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-049,厉共公卒躁公立,继位,-443,333,343,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-050,躁公卒立怀公,继位,-429,319,329,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-051,怀公被围自杀,政治整顿,-425,315,325,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-052,灵公立与晋战少梁,战争,-419,309,319,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-053,灵公卒简公立,继位,-412,302,312,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-054,简公令吏带剑筑城,政治改革,-409,299,309,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-055,简公卒惠公立,继位,-399,289,299,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-056,惠公伐蜀取南郑,战争,-387,277,287,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-057,出子立与被杀,政治整顿,-385,275,285,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-058,献公止从死,政治改革,-384,274,284,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-059,献公城栎阳,建设,-383,273,283,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-060,孝公出生,家族事件,-381,271,281,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-061,太史儋预言秦兴,文化活动,-374,264,274,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-062,桃冬花异象,自然灾害,-369,259,269,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-063,雨金栎阳,自然灾害,-367,257,267,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-064,石门之战,战争,-364,254,264,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-065,少梁之战虏公孙痤,战争,-362,252,262,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-066,献公卒孝公立,继位,-361,251,261,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-067,孝公求贤令,政治活动,-361,251,261,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-068,卫鞅入秦,政治活动,-361,251,261,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-069,天子致胙孝公,政治活动,-360,250,260,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-070,商鞅变法,政治改革,-359,249,259,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-071,孝公会魏惠王杜平,政治活动,-355,245,255,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-072,元里之战,战争,-354,244,254,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-073,卫鞅围安邑,战争,-352,242,252,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-074,迁都咸阳与县制改革,政治改革,-350,240,250,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-075,初为赋,经济活动,-348,238,248,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-076,天子致伯,政治活动,-343,233,243,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-077,诸侯毕贺朝天子,政治活动,-342,232,242,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-078,齐败魏马陵,战争,-341,231,241,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-079,卫鞅击魏封商君,战争,-340,230,240,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-080,雁门之战虏魏错,战争,-338,228,238,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-081,孝公卒诛商鞅,政治整顿,-338,228,238,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-082,惠文君即位诸侯来朝,继位,-337,227,237,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-083,惠文君冠礼,家族事件,-335,225,235,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-084,犀首为大良造,政治活动,-333,223,233,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-085,魏纳阴晋更名宁秦,政治活动,-332,222,232,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-086,秦魏战虏龙贾,战争,-331,221,231,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-087,魏纳河西地,政治活动,-330,220,230,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-088,取汾阴皮氏降焦,战争,-329,219,229,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-089,张仪相秦魏纳上郡,政治活动,-328,218,228,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-090,县义渠义渠臣服,政治活动,-327,217,227,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-091,初腊,文化活动,-326,216,226,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-092,魏韩为王张仪伐陕,政治活动,-325,215,225,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-093,惠文君更元,政治活动,-324,214,224,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-094,张仪会齐楚齧桑,政治活动,-323,213,223,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-095,韩魏太子来朝张仪相魏,政治活动,-322,212,222,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-096,五国攻秦修鱼之战,战争,-318,208,218,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-097,司马错伐蜀灭之,战争,-316,206,216,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-098,取韩石章伐义渠,战争,-315,205,215,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-099,醿里疾攻焦败韩岸门,战争,-314,204,214,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-100,庶长疾攻赵张仪相楚,战争,-313,203,213,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-101,丹阳之战取汉中,战争,-312,202,212,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-102,伐楚取召陵蜀相壮降,战争,-311,201,211,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-103,惠王卒武王立,继位,-311,201,211,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-104,武王诛蜀相伐义渠,政治整顿,-310,200,210,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-105,初置丞相,政治改革,-309,199,209,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-106,伐宜阳,战争,-308,198,208,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-107,武王举鼎而死,家族事件,-307,197,207,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-108,昭襄王立宣太后,继位,-306,196,206,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-109,庶长壮叛乱被诛,政治整顿,-305,195,205,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-110,昭襄王会楚王黄棘,政治活动,-304,194,204,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-111,蜀侯煇反司马错定蜀,政治整顿,-301,191,201,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-112,孟尝君相秦,政治活动,-298,188,198,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-113,楚怀王入秦被留,政治活动,-297,187,197,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-114,五国攻秦至盐氏,战争,-296,186,196,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-115,穰侯魏厓为相,政治活动,-295,185,195,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-116,白起攻新城伊阙之战,战争,-294,184,194,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-117,白起攻魏楚取垣宛,战争,-292,182,192,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-118,封公子市悝魏厓为诸侯,政治活动,-291,181,191,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-119,王为西帝后复去,政治活动,-288,178,188,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-120,白起攻魏河内取安邑,战争,-286,176,186,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-121,蒙武伐齐会楚赵,战争,-285,175,185,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-122,济西之战伐齐,战争,-284,174,184,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-123,攻楚取鄢邓,战争,-283,173,183,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-124,白起拔郢楚王走,战争,-278,168,178,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-125,蜀守若取巫郡置黔中郡,战争,-277,167,177,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-126,白起伐魏楚人反江南,战争,-276,166,176,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-127,穰侯攻魏至大梁,战争,-275,165,175,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-128,华阳之战斩首十五万,战争,-273,163,173,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-129,上庸合郡置南阳郡,政治活动,-273,163,173,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-130,客卿灶攻齐取刚寿,战争,-271,161,171,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-131,攻赵阏与不克,战争,-269,159,169,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-132,悼太子死魏归葬,家族事件,-267,157,167,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-133,安国君为太子宣太后薨,家族事件,-265,155,165,文献传承,C,上古史料，依据《尚书》《春秋》等
005,秦本纪,005-134,白起攻韩拔九城,战争,-264,154,164,文献传承,C,上古史料，依据《尚书》《春秋》等
